Level,Date and Time,Source,Event ID,Task,Category
Warning,1/2/2023 10:45:51 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user Saezo\OzeasSantos SID (S-1-5-21-2173426690-2103480400-3118651004-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,1/2/2023 10:43:03 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user Saezo\OzeasSantos SID (S-1-5-21-2173426690-2103480400-3118651004-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,1/2/2023 10:35:43 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user Saezo\OzeasSantos SID (S-1-5-21-2173426690-2103480400-3118651004-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,1/2/2023 10:34:28 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,1/2/2023 10:30:28 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user Saezo\OzeasSantos SID (S-1-5-21-2173426690-2103480400-3118651004-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,1/2/2023 10:30:23 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,1/2/2023 10:16:45 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,1/2/2023 10:15:52 AM,Virtual Disk Service,4,None,Service stopped.
Information,1/2/2023 10:14:41 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,1/2/2023 10:10:29 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,1/2/2023 10:09:41 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\ozeas\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,1/2/2023 10:08:25 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,1/2/2023 10:06:23 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user Saezo\OzeasSantos SID (S-1-5-21-2173426690-2103480400-3118651004-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,1/2/2023 10:05:53 AM,Virtual Disk Service,3,None,Service started.
Information,1/2/2023 10:04:24 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,1/2/2023 10:00:11 AM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:8884:127.0.0.1/) to URL group (0xFE00000320000001). Status: 0x0. Process Id 0x2F6C Executable path \Device\HarddiskVolume3\Program Files\Dell\SupportAssistAgent\bin\SupportAssistAgent.exe, User SYSTEM"
Information,1/2/2023 10:00:11 AM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000320000001. Status 0x0. Process Id 0x2F6C Executable path \Device\HarddiskVolume3\Program Files\Dell\SupportAssistAgent\bin\SupportAssistAgent.exe, User SYSTEM"
Information,1/2/2023 10:00:11 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://127.0.0.1:8884:127.0.0.1/. Status 0x0. Process Id 0x2F6C Executable path \Device\HarddiskVolume3\Program Files\Dell\SupportAssistAgent\bin\SupportAssistAgent.exe, User SYSTEM"
Information,1/2/2023 10:00:11 AM,Microsoft-Windows-HttpEvent,15007,None,Reservation for namespace identified by URL prefix http://127.0.0.1:8884:127.0.0.1/ was successfully added.
Information,1/2/2023 10:00:11 AM,Microsoft-Windows-HttpEvent,15008,None,Reservation for namespace identified by URL prefix http://127.0.0.1:8884:127.0.0.1/ was successfully deleted.
Information,1/2/2023 10:00:11 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://127.0.0.1:8884:127.0.0.1/. Status 0xC0000035. Process Id 0x2F6C Executable path \Device\HarddiskVolume3\Program Files\Dell\SupportAssistAgent\bin\SupportAssistAgent.exe, User SYSTEM"
Warning,1/2/2023 10:00:04 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,1/2/2023 10:00:04 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,1/2/2023 9:58:34 AM,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 7 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Information,1/2/2023 9:58:13 AM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Warning,1/2/2023 9:57:54 AM,Netwtw08,6062,None,6062 - Lso was triggered
Information,1/2/2023 9:57:49 AM,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,1/2/2023 9:57:48 AM,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,1/2/2023 9:57:42 AM,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,1/2/2023 9:57:40 AM,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information,1/2/2023 9:57:40 AM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Information,1/2/2023 9:57:37 AM,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\IntelIHVRouter08.dll
"
Information,1/2/2023 9:57:37 AM,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,1/2/2023 9:57:36 AM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/2/2023 9:57:34 AM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\Intel\DPTF\esif_uf.exe (process ID:3948) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,1/2/2023 9:57:34 AM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\Intel\DPTF\esif_uf.exe (process ID:3948) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,1/2/2023 9:57:34 AM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\Intel\DPTF\esif_uf.exe (process ID:3948) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://127.0.0.1:8884:127.0.0.1/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/116B50EB-ECE2-41ac-8429-9F9E963361B7/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:443/C574AC30-5794-4AEE-B1BB-6651C5315029/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/0131501b-d67f-491b-9a40-c4bf27bcb4d4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:33 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/2/2023 9:57:32 AM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,1/2/2023 9:57:32 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,1/2/2023 9:57:32 AM,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,1/2/2023 9:57:32 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,1/2/2023 9:57:31 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎1990‎-‎09‎-‎03T00:15:47.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:31 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2031‎-‎12‎-‎25T20:42:56.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:31 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2089‎-‎08‎-‎24T10:59:14.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:31 AM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2089‎-‎08‎-‎24T10:59:14.000000000Z) unloaded successfully."
Information,1/2/2023 9:57:31 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2089‎-‎08‎-‎24T10:59:14.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:31 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1976‎-‎09‎-‎16T08:02:14.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:31 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2051‎-‎09‎-‎09T04:23:39.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:31 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bfs' (10.0, ‎2093‎-‎01‎-‎08T11:31:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:30 AM,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,1/2/2023 9:57:30 AM,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,1/2/2023 9:57:30 AM,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Warning,1/2/2023 9:57:29 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,1/2/2023 9:57:29 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: sfapm"
Warning,1/2/2023 9:57:29 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: schannel"
Warning,1/2/2023 9:57:29 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: wdigest"
Warning,1/2/2023 9:57:29 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: cloudap"
Warning,1/2/2023 9:57:29 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: pku2u"
Warning,1/2/2023 9:57:29 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: tspkg"
Warning,1/2/2023 9:57:29 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,1/2/2023 9:57:29 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: kerberos"
Warning,1/2/2023 9:57:29 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: negoexts"
Information,1/2/2023 9:57:29 AM,LsaSrv,6156,None,"Virtualization Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Warning,1/2/2023 9:57:29 AM,Microsoft-Windows-Wininit,15,None,Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.
Information,1/2/2023 9:57:29 AM,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Information,1/2/2023 9:57:29 AM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Warning,1/2/2023 9:57:27 AM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device {DD8E82AE-334B-49A2-AEAE-AEB0FD5C40DD}\DetectionVerification\5&12b5aadc&0&0.
Information,1/2/2023 9:57:27 AM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Warning,1/2/2023 9:57:26 AM,rt640x64,1,None,Realtek PCIe GbE Family Controller is disconnected from network.
Warning,1/2/2023 9:57:26 AM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device USB\VID_27C6&PID_5301&MI_00\6&23cb0910&0&0000.
Information,1/2/2023 9:57:26 AM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,1/2/2023 9:57:25 AM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,1/2/2023 9:57:25 AM,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is 180.
Information,1/2/2023 9:57:24 AM,Netwtw08,7017,None,7017 - secure boot (SB) configuration
Information,1/2/2023 9:57:23 AM,Netwtw08,7010,None,7010 - driver enabled (miniport init)
Information,1/2/2023 9:57:23 AM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,1/2/2023 9:57:23 AM,Netwtw08,7002,None,7002 - CTDP power limit value (SPLC)
Information,1/2/2023 9:57:23 AM,Netwtw08,7005,None,7005 - SAR value max TX power (WRDS)
Information,1/2/2023 9:57:23 AM,Netwtw08,7036,None,The \Device\NDMP2 service entered the Intel(R) Wireless-AC 9462 state.
Information,1/2/2023 9:57:23 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 1800
Maximum performance percentage: 216
Minimum performance percentage: 50
Minimum throttle percentage: 5"
Information,1/2/2023 9:57:23 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 1800
Maximum performance percentage: 216
Minimum performance percentage: 50
Minimum throttle percentage: 5"
Information,1/2/2023 9:57:23 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 1800
Maximum performance percentage: 216
Minimum performance percentage: 50
Minimum throttle percentage: 5"
Information,1/2/2023 9:57:23 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 1800
Maximum performance percentage: 216
Minimum performance percentage: 50
Minimum throttle percentage: 5"
Information,1/2/2023 9:57:23 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 1800
Maximum performance percentage: 216
Minimum performance percentage: 50
Minimum throttle percentage: 5"
Information,1/2/2023 9:57:23 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 1800
Maximum performance percentage: 216
Minimum performance percentage: 50
Minimum throttle percentage: 5"
Information,1/2/2023 9:57:23 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 1800
Maximum performance percentage: 216
Minimum performance percentage: 50
Minimum throttle percentage: 5"
Information,1/2/2023 9:57:23 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 1800
Maximum performance percentage: 216
Minimum performance percentage: 22
Minimum throttle percentage: 5"
Information,1/2/2023 9:57:23 AM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{dcb0a130-2ef2-4533-af70-6eb186e56948} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Warning,1/2/2023 9:57:22 AM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device PCI\VEN_8086&DEV_1903&SUBSYS_08C81028&REV_0C\3&11583659&0&20.
Information,1/2/2023 9:57:22 AM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,1/2/2023 9:57:21 AM,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,1/2/2023 9:57:21 AM,Microsoft-Windows-Kernel-Power,125,(86),"ACPI thermal zone \_TZ.THM has been enumerated.             
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 380K             
_HOT = 0K             
minimum throttle = 0             
_CR3 = 0K"
Information,1/2/2023 9:57:21 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1979‎-‎12‎-‎19T13:12:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:20 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'KLIF' (10.0, ‎2021‎-‎12‎-‎18T13:18:52.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:20 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎1983‎-‎08‎-‎18T23:58:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:20 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'klbackupflt' (10.0, ‎2021‎-‎12‎-‎18T13:18:09.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:20 AM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,1/2/2023 9:57:20 AM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{3fc1266c-7817-49fd-6819-d824fc96eb1a} (\Device\HarddiskVolume5) is healthy.  No action is needed.
Information,1/2/2023 9:57:35 AM,RST Middleware,27,None,"Found passthru disk: SCSI Port: 0, SCSI Bus: 3, SCSI Target: 0, PCIe SSD, 256060514304 bytes, IM2P33F3 NVMe ADATA 256GB               "
Information,1/2/2023 9:57:20 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2013‎-‎07‎-‎23T22:08:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:20 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2079‎-‎02‎-‎26T19:03:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/2/2023 9:57:19 AM,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,1/2/2023 9:57:19 AM,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,1/2/2023 9:57:19 AM,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,1/2/2023 9:57:19 AM,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,1/2/2023 9:57:19 AM,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,1/2/2023 9:57:19 AM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,1/2/2023 9:57:19 AM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,1/2/2023 9:57:19 AM,Microsoft-Windows-Kernel-Boot,238,(101),EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2023‎-‎01‎-‎02T09:57:17.000000000Z.
Information,1/2/2023 9:57:19 AM,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,1/2/2023 9:57:19 AM,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,1/2/2023 9:57:19 AM,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2023‎-‎01‎-‎02T12:57:18.500000000Z.
Information,1/2/2023 1:34:53 AM,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2023‎-‎01‎-‎02T04:34:53.434417100Z.
Information,1/2/2023 1:34:53 AM,Microsoft-Windows-Kernel-Power,577,(280),The system has prepared for a system initiated reboot from Active.
Information,1/2/2023 1:34:51 AM,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Action: Power Action Shutdown 
Event Code: 0x0 
Reason: Kernel API"
Information,1/2/2023 1:34:47 AM,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Warning,1/2/2023 1:34:47 AM,Microsoft-Windows-WLAN-AutoConfig,10002,None,"WLAN Extensibility Module has stopped.

Module Path: C:\WINDOWS\system32\IntelIHVRouter08.dll
"
Information,1/2/2023 9:57:31 AM,EventLog,6013,None,The system uptime is 13 seconds.
Information,1/2/2023 9:57:31 AM,EventLog,6005,None,The Event log service was started.
